,Nr,Vatom,cAlGa,cAlIn,cAlO,cGaAl,cGaIn,cGaO,cInAl,cInGa,cInO,distAlGa,distAlIn,distAlO,distGaAl,distGaIn,distGaO,distInAl,distInGa,elInt,qAl,qGa,qIn,qO,xEq
1177,1178.0,10.591736362571668,0.8125000000000003,0.5625000000000002,3.6250000000000013,1.4444444444444449,0.6666666666666669,3.000000000000001,1.2857142857142863,0.8571428571428574,1.1428571428571432,3.1750000000000003,3.1750000000000003,2.125,3.1750000000000003,3.1750000000000003,2.125,3.1750000000000003,3.1750000000000003,-38.23994987651293,0.34309634500806907,0.33478466258101774,0.3767219393961328,-0.23207618873189984,4.881208121933097
1178,1179.0,9.70965039331325,0.3571428571428572,0.14285714285714288,3.3928571428571437,10.000000000000002,1.0,2.0,1.3333333333333335,0.33333333333333337,3.0,3.1750000000000003,2.9250000000000003,1.875,3.1750000000000003,3.325,1.875,2.9250000000000003,3.325,-41.79760174734754,0.34377260137969995,0.3497271512665245,0.40224395643401745,-0.2329602470666702,4.8835141046358
1179,1180.0,10.02542238636829,0.7000000000000001,0.2,2.900000000000001,1.7500000000000004,0.25,2.5000000000000004,1.0,0.5,2.5000000000000004,3.375,2.875,1.975,3.375,2.875,1.975,2.875,2.875,-33.858806262138785,0.3405055094378361,0.34119270223837433,0.3659274335943403,-0.22923669877168915,4.912786445522193
1180,1181.0,12.495506767127583,1.0,0.9999999999999999,1.0,0.5,1.5,1.5,0.2,0.6,1.8,9.575000000000001,3.325,1.925,9.575000000000001,3.325,2.025,3.325,3.325,-37.353827919686644,0.329488052835331,0.3289763790351974,0.36711776994463385,-0.23525247171907473,4.852609853231716
1181,1182.0,9.101432390442284,0.0,0.40909090909090917,3.500000000000001,0.0,0.0,0.0,4.500000000000002,0.0,5.500000000000002,0.025,3.575,2.025,0.025,0.025,0.025,3.575,0.025,-37.552820196923356,0.3408498851917063,,0.40447354518400336,-0.23076790457182067,4.909120663013876
1182,1183.0,13.124305476093065,0.0,0.0,0.0,0.0,3.7500000000000018,2.5000000000000004,0.0,1.2500000000000002,3.3333333333333344,0.025,0.025,0.025,0.025,3.625,1.975,0.025,3.625,-36.88066387503135,,0.3277767879165915,0.3627046185859619,-0.2359817739457463,4.8305393815399125
1183,1184.0,11.31549898383214,1.090909090909091,1.5454545454545459,2.636363636363637,1.3333333333333337,2.333333333333334,3.333333333333334,1.4166666666666667,1.7500000000000004,3.583333333333335,3.325,3.475,1.875,3.325,3.475,1.875,3.475,3.475,-40.030957840947345,0.3394660421773367,0.33480081288921193,0.37507122185560143,-0.23433725921293402,4.858659243522232
1184,1185.0,11.767077093460713,0.0,2.3333333333333344,4.416666666666669,0.0,0.0,0.0,1.4000000000000004,0.0,4.250000000000001,0.025,3.725,2.075,0.025,0.025,0.025,3.725,0.025,-37.487749236557356,0.3407497713711623,,0.3595089884180358,-0.23498285468363886,4.808147205732114
1185,1186.0,11.760557029354672,8.000000000000002,3.0000000000000004,6.000000000000002,0.4210526315789475,1.1052631578947372,1.0526315789473686,0.2500000000000001,1.7500000000000004,3.166666666666668,3.625,4.925000000000001,2.1750000000000003,3.625,3.325,1.925,4.925000000000001,3.325,-37.08915114724695,0.35746798666567825,0.3367841831172355,0.36765429145001227,-0.23267122840194376,4.869735517586928
1186,1187.0,10.410962694679432,1.0000000000000002,0.4545454545454546,2.818181818181819,3.6666666666666674,1.0,3.6666666666666674,2.500000000000001,1.5000000000000004,2.000000000000001,3.4250000000000003,3.375,2.025,3.4250000000000003,3.4250000000000003,2.025,3.375,3.4250000000000003,-34.335876504161995,0.3396096435057548,0.3417519824619611,0.3736937816286466,-0.22951456621693647,4.9035359280729764
1187,1188.0,10.806994614396974,0.3125000000000001,1.6250000000000007,4.0,1.2500000000000004,2.250000000000001,4.250000000000001,2.166666666666667,0.7500000000000001,4.75,3.1750000000000003,3.125,2.025,3.1750000000000003,3.125,2.025,3.125,3.125,-38.33124653590012,0.3361543928252661,0.3379965044312675,0.3721517166682484,-0.23325576881142304,4.834927397880671
1188,1189.0,11.33106995967508,0.6363636363636366,1.727272727272728,3.000000000000001,0.6363636363636366,0.8181818181818185,1.8181818181818188,1.9000000000000001,0.9000000000000004,2.9999999999999996,3.125,3.625,2.025,3.125,3.125,1.875,3.625,3.125,-41.68820496061902,0.3433634644162508,0.33693947984494305,0.3780861933707478,-0.23467071501209613,4.880794459179725
1189,1190.0,9.515229572362808,2.6000000000000005,0.0,3.0000000000000004,1.8571428571428577,0.0,3.571428571428572,0.0,0.0,0.0,3.625,0.025,2.025,3.625,0.025,2.025,0.025,0.025,-35.32119376520413,0.3444477819332063,0.34261035894394126,,-0.2289173012374236,4.928132813443263
1190,1191.0,9.833442061444353,0.4800000000000001,0.28,3.6800000000000006,3.0000000000000013,0.25,1.5000000000000002,2.333333333333334,0.3333333333333333,3.3333333333333335,3.1750000000000003,3.1750000000000003,1.875,3.1750000000000003,3.325,1.875,3.1750000000000003,3.325,-41.29842898640993,0.3469712129304275,0.342720809320678,0.3751348541784303,-0.23272016923080593,4.883907073851807
1191,1192.0,10.243979093852694,0.14285714285714285,1.142857142857143,3.714285714285715,1.0000000000000002,1.0000000000000004,1.0000000000000002,2.0000000000000004,0.2500000000000001,3.0000000000000004,2.975,3.4250000000000003,2.075,2.975,2.825,1.975,3.4250000000000003,2.825,-35.37133127858023,0.33912438206426593,0.31660899264342096,0.3709411051149632,-0.2319024493085078,4.888874171071537
1192,1193.0,10.252678016295963,1.8750000000000007,0.0,2.5000000000000004,1.8750000000000007,0.0,3.0000000000000004,0.0,0.0,0.0,3.4250000000000003,0.025,2.025,3.4250000000000003,0.025,2.025,0.025,0.025,-33.25094213372973,0.338652972454846,0.34475057388128283,,-0.2278011821120425,4.9287153358204305
1193,1194.0,9.29955215455529,0.7142857142857144,0.0,3.714285714285715,1.0,0.0,2.8,0.0,0.0,0.0,2.875,0.025,2.025,2.875,0.025,2.025,0.025,0.025,-35.69312595704776,0.3471831448532569,0.33896014537424135,,-0.2291712633802224,4.926661750851727
1194,1195.0,10.22654930454278,2.611111111111111,0.0,1.6666666666666672,3.3571428571428585,0.0,3.0714285714285725,0.0,0.0,0.0,3.4250000000000003,0.025,1.8250000000000002,3.4250000000000003,0.025,1.925,0.025,0.025,-42.039982986207406,0.34777942879337387,0.34921994149484764,,-0.23227310206684582,4.912980419995305
1195,1196.0,12.39653531431177,0.0,0.0,0.0,0.0,3.833333333333335,3.333333333333334,0.0,1.2777777777777781,3.8888888888888906,0.025,0.025,0.025,0.025,3.975,2.225,0.025,3.975,-36.05269339086652,,0.3246051874604298,0.3627684900485869,-0.23548510960103186,4.844885819019889
1196,1197.0,11.901813159396408,0.0,0.0,0.0,0.0,2.476190476190477,2.571428571428572,0.0,4.7272727272727275,3.454545454545455,0.025,0.025,0.025,0.025,3.6750000000000003,1.925,0.025,3.6750000000000003,-41.10865675849485,,0.33614351689688005,0.38144466684600575,-0.23447719146126114,4.88291766599663
1197,1198.0,11.188713361606766,0.0,1.3750000000000002,4.874999999999999,0.0,0.0,0.0,1.3750000000000002,0.0,3.75,0.025,3.1750000000000003,2.075,0.025,0.025,0.025,3.1750000000000003,0.025,-37.693261103857324,0.34455107167329185,,0.3577117221614392,-0.23408759794491044,4.814568178574107
1198,1199.0,10.308004254383809,2.875000000000001,0.0,2.3125,2.875000000000001,0.0,2.4375000000000004,0.0,0.0,0.0,3.4250000000000003,0.025,1.925,3.4250000000000003,0.025,1.925,0.025,0.025,-41.89193668370841,0.34780818981595474,0.3487143373639998,,-0.23217417572665167,4.913623882485188
1199,1200.0,12.078387929256511,0.25000000000000006,0.7500000000000001,2.2500000000000004,0.3333333333333333,2.3333333333333344,2.3333333333333344,0.3333333333333335,0.7777777777777781,3.1111111111111116,3.2750000000000004,3.1750000000000003,1.925,3.2750000000000004,3.5250000000000004,2.125,3.1750000000000003,3.5250000000000004,-37.45755126305658,0.3388517426014272,0.32973429407578214,0.36557947575449556,-0.2347843806009798,4.849247223756505
1200,1201.0,10.38555857789527,1.6000000000000005,1.066666666666667,4.6000000000000005,2.400000000000001,1.5000000000000007,4.000000000000001,2.285714285714286,2.1428571428571432,4.142857142857143,3.125,3.125,2.025,3.125,3.575,2.025,3.125,3.575,-38.23878655897912,0.3461493490145266,0.3361648351446939,0.3680291537005241,-0.231876930470177,4.8487048667952175
1201,1202.0,10.368613335338944,1.6666666666666672,0.0,3.3333333333333335,0.3846153846153848,0.0,3.3846153846153855,0.0,0.0,0.0,3.1750000000000003,0.025,1.975,3.1750000000000003,0.025,2.075,0.025,0.025,-37.656369734861485,0.3543130845032194,0.34241776372613886,,-0.22976542424789437,4.909837668539446
1202,1203.0,10.747055698958063,1.090909090909091,1.272727272727273,4.7272727272727275,1.0000000000000004,1.0833333333333335,3.8333333333333344,1.5555555555555562,1.4444444444444449,4.4444444444444455,3.125,3.125,2.025,3.125,3.125,2.025,3.125,3.125,-38.10017234607571,0.34198686684318935,0.3334814668190116,0.3761695745062923,-0.23227415224291362,4.844104082777723
1203,1204.0,11.71855387924844,0.5000000000000002,2.1666666666666674,2.6666666666666674,0.21428571428571436,1.7857142857142863,2.785714285714286,1.0833333333333337,2.083333333333334,3.0833333333333335,3.1750000000000003,3.375,1.875,3.1750000000000003,3.6750000000000003,1.875,3.375,3.6750000000000003,-41.375331503769516,0.33779783516618034,0.3383428039551618,0.37629709479893286,-0.2349823209157612,4.875567111673854
1204,1205.0,10.308004254383807,1.5000000000000002,0.0,1.5000000000000004,1.5000000000000002,0.0,2.0000000000000004,0.0,0.0,0.0,3.2750000000000004,0.025,1.925,3.2750000000000004,0.025,1.8250000000000002,0.025,0.025,-37.85386323675063,0.3470901415490557,0.3438913306839949,,-0.23032715741101686,4.915078920520734
1205,1206.0,10.785319773069562,3.000000000000001,0.33333333333333337,3.3333333333333344,0.3461538461538462,0.5384615384615387,3.26923076923077,0.33333333333333337,4.666666666666668,4.333333333333335,3.225,3.5250000000000004,2.125,3.225,3.5250000000000004,2.125,3.5250000000000004,3.5250000000000004,-37.592618259284116,0.33214070765309434,0.34137296690384894,0.39712169145014004,-0.23048925701687017,4.900063831087754
1206,1207.0,11.987530267083361,0.0,0.0,0.0,0.0,2.400000000000001,2.75,0.0,4.000000000000001,3.083333333333334,0.025,0.025,0.025,0.025,3.6750000000000003,1.925,0.025,3.6750000000000003,-40.97479891271877,,0.33714524495866716,0.3769116676328806,-0.2347051023076646,4.877605895235738
1207,1208.0,8.982155651834706,0.30000000000000004,0.0,3.3000000000000007,1.5000000000000004,0.0,3.5000000000000004,0.0,0.0,0.0,2.825,0.025,2.025,2.825,0.025,2.025,0.025,0.025,-36.23434389236093,0.3446497639441736,0.3426787027236756,,-0.229547502493838,4.924241609540255
1208,1209.0,11.530782275805201,0.30769230769230776,2.76923076923077,3.8461538461538463,1.0,1.25,2.75,2.400000000000001,0.33333333333333337,3.5999999999999996,3.475,3.375,1.975,3.475,3.375,2.125,3.375,3.375,-40.01405341563113,0.33741714309826165,0.33444736216802995,0.3708707845580324,-0.2351515432775002,4.84905094063401
1209,1210.0,10.025404103657605,0.0,1.4999999999999998,2.6000000000000005,0.0,0.0,0.0,2.5,0.0,3.0,0.025,3.375,1.975,0.025,0.025,0.025,3.375,0.025,-34.76387914309422,0.33443189414219326,,0.3697782338258025,-0.23179118101569748,4.884118893890616
1210,1211.0,10.857424643569543,0.0,1.3333333333333337,3.8333333333333344,0.0,0.0,0.0,1.3333333333333337,0.0,2.833333333333334,0.025,3.7750000000000004,2.125,0.025,0.025,0.025,3.7750000000000004,0.025,-34.84407652871773,0.3342666289693272,,0.3649284407614863,-0.23306502324360448,4.868365875117062
1211,1212.0,9.75577799806869,2.4666666666666677,0.0,4.533333333333334,2.176470588235295,0.0,4.117647058823531,0.0,0.0,0.0,3.0250000000000004,0.025,1.975,3.0250000000000004,0.025,1.975,0.025,0.025,-38.5968401869302,0.34866887050574447,0.34215775616445976,,-0.2301398940079582,4.872684073470722
1212,1213.0,10.8999288951314,0.0,1.1666666666666667,3.2500000000000004,0.0,0.0,0.0,3.5000000000000004,0.0,3.75,0.025,3.475,2.025,0.025,0.025,0.025,3.475,0.025,-37.903256569347946,0.341851265518854,,0.369669080576337,-0.23253714618881638,4.886525193144916
1213,1214.0,13.083998540163773,0.5000000000000001,5.5,3.0000000000000004,0.5000000000000001,2.5000000000000004,1.0000000000000002,0.3928571428571429,0.17857142857142858,3.3571428571428577,5.825,3.375,2.1750000000000003,5.825,3.375,2.1750000000000003,3.375,3.375,-37.0378742615557,0.3266227674163745,0.29890047479865145,0.36114125126928825,-0.2367291983327108,4.784478778690143
1214,1215.0,13.198961917696053,0.0,2.0000000000000004,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.025,3.325,1.925,0.025,0.025,0.025,3.325,0.025,-37.38347140323347,0.3237152507359069,,0.3607191401899592,-0.2373957693388018,4.822651322377345
1215,1216.0,9.936972271734534,1.2727272727272727,0.0,2.6363636363636367,2.8000000000000003,0.0,3.000000000000001,0.0,0.0,0.0,3.375,0.025,2.025,3.375,0.025,2.025,0.025,0.025,-33.54199058987073,0.3407807791270234,0.34479522601239415,,-0.22802352918580113,4.927758783762581
1216,1217.0,11.311710027543672,2.333333333333334,0.6666666666666667,3.3333333333333335,0.7000000000000001,0.19999999999999996,2.4999999999999996,0.6666666666666667,0.6666666666666667,2.6666666666666665,3.5250000000000004,2.975,2.075,3.5250000000000004,2.975,2.075,2.975,2.975,-31.156672996251082,0.336639223359583,0.3356645849121126,0.37011052846431297,-0.2282039626913672,4.911122303123485
1217,1218.0,10.025861332445974,3.142857142857144,0.0,1.7857142857142863,2.444444444444445,0.0,3.777777777777778,0.0,0.0,0.0,3.475,0.025,1.925,3.475,0.025,2.075,0.025,0.025,-38.15070620769678,0.3391366432419782,0.34986861669899744,,-0.2301155855410345,4.907506734307924
1218,1219.0,12.139252023936937,0.5000000000000002,3.5000000000000013,1.0000000000000002,1.0000000000000004,1.0000000000000004,3.000000000000001,0.777777777777778,0.11111111111111112,3.777777777777778,7.175000000000001,3.9250000000000003,2.075,7.175000000000001,2.9250000000000003,2.225,3.9250000000000003,2.9250000000000003,-34.49281782099944,0.3126924664196319,0.3180373801055559,0.36479819829051763,-0.23481144986441566,4.849994894041641
1219,1220.0,10.392117661887342,2.642857142857143,0.5000000000000001,3.7142857142857157,2.642857142857143,0.42857142857142866,3.92857142857143,1.7500000000000002,1.5000000000000002,2.25,3.375,3.375,1.875,3.375,3.375,1.875,3.375,3.375,-40.25947612201658,0.3469331643606864,0.34616057373844156,0.362572556342059,-0.23236671997408379,4.882995826722895
1220,1221.0,12.158609173673353,1.0000000000000002,2.0000000000000004,4.000000000000002,0.10000000000000002,0.8000000000000002,3.6000000000000014,0.4000000000000001,1.6000000000000003,3.6000000000000014,3.075,3.075,2.125,3.075,3.075,2.125,3.075,3.075,-37.47485241449797,0.3422350988538318,0.3373275478541373,0.37317401114919235,-0.2325575263808819,4.889857779928807
1221,1222.0,13.350767593027166,1.0,6.000000000000001,4.0,1.0,6.000000000000001,6.000000000000001,0.20000000000000004,0.20000000000000004,4.2666666666666675,6.125,3.375,2.225,6.125,3.375,2.1750000000000003,3.375,3.375,-36.79036494048289,0.30235531207507876,0.32949112209795584,0.3583812225745221,-0.23715173148768132,4.776003674229203
1222,1223.0,9.192940473796893,0.3750000000000001,0.0,2.875,0.7500000000000002,0.0,4.25,0.0,0.0,0.0,2.725,0.025,2.025,2.725,0.025,2.025,0.025,0.025,-35.84585568652667,0.3405295812419698,0.35073039169569026,,-0.22928656759547328,4.925786169962019
1223,1224.0,13.809028471751438,0.0,0.0,0.0,0.0,1.5000000000000002,3.5000000000000004,0.0,0.1,3.6333333333333333,0.025,0.025,0.025,0.025,3.4250000000000003,2.025,0.025,3.4250000000000003,-38.61476102666775,,0.327897495809256,0.3594368781573596,-0.23831044450706887,4.801010787160652
1224,1225.0,11.549946910490096,1.3333333333333337,1.0,2.9999999999999996,0.5000000000000001,1.3750000000000002,1.9375000000000002,0.6000000000000001,2.2000000000000006,3.1000000000000005,3.125,3.375,2.025,3.125,3.625,1.875,3.375,3.625,-41.340234501778006,0.3442596768291244,0.3385553822040771,0.3770491704896371,-0.23443616419034075,4.881321392144327
1225,1226.0,11.866195838563998,4.333333333333335,1.0000000000000002,4.333333333333334,0.8666666666666669,2.5333333333333337,3.6666666666666674,0.2142857142857143,2.7142857142857144,1.7142857142857144,3.625,3.325,2.1750000000000003,3.625,3.625,2.1750000000000003,3.325,3.625,-37.15878913817645,0.3467143393319743,0.3340866787596997,0.367641193971343,-0.2333004148956297,4.8600401539549285
1226,1227.0,10.885993247221744,0.11111111111111115,1.0000000000000004,2.111111111111111,0.5000000000000001,1.0000000000000004,1.5000000000000002,1.8000000000000003,0.40000000000000013,1.8000000000000007,2.875,3.225,1.8250000000000002,2.875,3.1750000000000003,1.8250000000000002,3.225,3.1750000000000003,-36.58077128990017,0.33713716351114753,0.3420407282814064,0.3712322663854112,-0.23226988583709127,4.901410487116463
1227,1228.0,12.889750704888495,0.20000000000000007,3.0000000000000004,1.8000000000000005,1.0000000000000002,3.0000000000000004,6.000000000000001,1.5000000000000002,0.30000000000000004,3.8000000000000007,3.125,3.625,1.975,3.125,3.125,2.1750000000000003,3.625,3.125,-37.6228140386146,0.3302227280602351,0.34655345637004475,0.36525748027457244,-0.23542674580903933,4.853301692277541
1228,1229.0,10.857424660083746,0.0,4.250000000000001,4.250000000000002,0.0,0.0,0.0,4.250000000000001,0.0,1.5833333333333337,0.025,3.7750000000000004,2.125,0.025,0.025,0.025,3.7750000000000004,0.025,-35.66278924507058,0.33814461228382414,,0.361904780262655,-0.23334979751549342,4.866800306029837
1229,1230.0,10.893019842867025,3.1428571428571432,1.142857142857143,3.0,1.1578947368421053,1.210526315789474,2.7894736842105265,1.3333333333333333,3.833333333333333,3.3333333333333335,3.4250000000000003,3.4250000000000003,2.075,3.4250000000000003,3.4250000000000003,1.925,3.4250000000000003,3.4250000000000003,-39.932980655868555,0.3389699586736018,0.3426307102795128,0.38048984536738395,-0.23261900579646377,4.880614786873652
1230,1231.0,11.233663453147821,0.0,1.6000000000000003,1.4000000000000001,0.0,0.0,0.0,1.1428571428571428,0.0,3.5714285714285716,0.025,3.825,2.025,0.025,0.025,0.025,3.825,0.025,-34.80799745133137,0.328308438324684,,0.3664089512063082,-0.23368915833708737,4.86459320682809
1231,1232.0,10.73545234872359,3.3333333333333344,0.0,1.0000000000000002,0.7692307692307694,0.0,2.923076923076924,0.0,0.0,0.0,3.5250000000000004,0.025,1.875,3.5250000000000004,0.025,2.125,0.025,0.025,-32.26553564986296,0.33241363900457893,0.34270073524853656,,-0.22718126980186307,4.933171424002745
1232,1233.0,10.30636144377889,2.000000000000001,0.3750000000000001,3.687500000000001,2.666666666666667,0.6666666666666667,3.5833333333333335,1.5000000000000004,2.000000000000001,2.2500000000000004,3.375,3.225,1.875,3.375,3.375,1.875,3.225,3.375,-40.69904553133217,0.34566975376714476,0.34106028838298313,0.3849077132325273,-0.23256396612083816,4.883635445527472
1233,1234.0,10.10391512228967,0.8695652173913045,0.9565217391304347,2.8695652173913047,5.0,0.5,2.5000000000000004,4.4,0.4000000000000001,3.400000000000001,3.325,3.325,1.875,3.325,3.225,1.875,3.325,3.225,-41.118718039023214,0.3445575015566198,0.34259996240430635,0.37909283511780145,-0.23313930335434355,4.87902233965315
1234,1235.0,10.227262317709982,1.0555555555555556,0.3333333333333333,3.4444444444444438,1.9000000000000004,1.0000000000000002,3.1000000000000005,1.5000000000000002,2.5,1.5000000000000002,3.125,3.125,2.075,3.125,3.475,2.075,3.125,3.475,-38.49993818036336,0.34412806452493666,0.33657220375611846,0.38681159542861854,-0.2314015329317607,4.89258539911641
1235,1236.0,11.464901398852435,0.0,0.5000000000000001,1.5000000000000004,0.0,0.0,0.0,0.5000000000000001,0.0,1.5000000000000004,0.025,3.575,1.975,0.025,0.025,0.025,3.575,0.025,-35.2207827309695,0.3270496348296743,,0.372746969398154,-0.23326553474260936,4.856560804882238
1236,1237.0,9.515229572362808,3.6000000000000005,0.0,3.9999999999999996,2.5714285714285725,0.0,2.8571428571428577,0.0,0.0,0.0,3.625,0.025,2.075,3.625,0.025,2.075,0.025,0.025,-35.22756817446321,0.35148747566829786,0.33746545983662296,,-0.22887197762210296,4.927559458269707
1237,1238.0,10.250873663158,1.5000000000000002,0.75,4.812500000000001,2.4000000000000004,0.7000000000000001,4.1000000000000005,2.0000000000000004,1.166666666666667,3.333333333333334,3.075,3.125,1.975,3.075,3.075,1.975,3.125,3.075,-38.29146557337571,0.34585631752548124,0.3384688574770514,0.3668822217569349,-0.23166006220249624,4.85013946265021
1238,1239.0,11.456040879320213,1.5,1.5000000000000007,3.500000000000001,0.75,0.75,3.625000000000001,1.5000000000000007,1.5,3.500000000000001,2.975,3.5250000000000004,2.075,2.975,2.975,2.075,3.5250000000000004,2.975,-35.86344201534426,0.34142613559751644,0.33525545576629934,0.37556437922814817,-0.2312502377263772,4.91737800607184
1239,1240.0,11.208707686476163,1.7000000000000004,1.0,2.8000000000000007,1.2142857142857146,1.0000000000000002,1.7857142857142863,1.2500000000000002,1.7500000000000007,3.1250000000000004,3.2750000000000004,3.375,2.025,3.2750000000000004,3.375,1.875,3.375,3.375,-41.574490891853934,0.34270678255211456,0.3412828181964941,0.3788162311503602,-0.23407410686406135,4.889879261107101
1240,1241.0,9.646138252244421,0.14285714285714285,0.0,2.7857142857142856,0.9999999999999998,0.0,2.5000000000000004,0.0,0.0,0.0,3.325,0.025,1.975,3.325,0.025,1.975,0.025,0.025,-34.06043305992739,0.3428533427393374,0.34029574814895314,,-0.22835576227702623,4.9258392925512124
1241,1242.0,9.207343433174827,0.10000000000000003,0.5000000000000001,3.4000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,5.000000000000003,1.0000000000000004,5.000000000000002,3.325,3.575,2.025,3.325,3.9250000000000003,1.925,3.575,3.9250000000000003,-36.27745861853715,0.3425508831471951,0.32934650357747125,0.38996996859580463,-0.23026807242473493,4.915854785828569
1242,1243.0,11.536171032212929,0.0,0.0,0.0,0.0,2.0500000000000003,4.45,0.0,3.416666666666667,4.083333333333334,0.025,0.025,0.025,0.025,3.225,2.075,0.025,3.225,-37.08707955383656,,0.33623148349156534,0.36954236768719056,-0.23248204337661635,4.837963443583883
1243,1244.0,11.851275099798578,0.0,0.0,0.0,0.0,2.1000000000000005,4.1000000000000005,0.0,1.5000000000000004,3.5000000000000004,0.025,0.025,0.025,0.025,3.9250000000000003,2.1750000000000003,0.025,3.9250000000000003,-35.912667045414864,,0.33604290976588624,0.36177630742137595,-0.23403603893217,4.859261089006957
1244,1245.0,12.149657118759219,1.0,2.0,2.0000000000000004,0.3333333333333334,1.3333333333333333,2.0000000000000004,0.5,1.0000000000000002,2.5,3.825,3.325,1.925,3.825,3.325,1.925,3.325,3.325,-37.40181870276854,0.33174535098289054,0.33004739475994865,0.37210937280386047,-0.23419375220651495,4.86505640055359
1245,1246.0,13.886838159612969,0.0,0.0,0.0,0.0,1.7500000000000007,4.750000000000001,0.0,0.5833333333333336,3.250000000000001,0.025,0.025,0.025,0.025,3.1750000000000003,2.225,0.025,3.1750000000000003,-36.72975724545827,,0.33425291876267776,0.3604735730053517,-0.2359456062964559,4.84117645714817
1246,1247.0,10.243979093852694,0.14285714285714288,1.0,3.5714285714285716,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.7500000000000004,0.25000000000000006,3.500000000000001,3.4250000000000003,2.975,2.075,3.4250000000000003,3.725,1.975,2.975,3.725,-35.353452769048076,0.3383772648923865,0.32424814844087363,0.3702993177135126,-0.2318936818634238,4.891884255152481
1247,1248.0,11.414183811627996,0.6363636363636367,1.818181818181819,2.0000000000000004,0.7000000000000002,1.5000000000000002,2.0000000000000004,1.818181818181819,1.363636363636364,2.90909090909091,3.125,3.625,1.875,3.125,3.325,1.875,3.625,3.325,-41.669342228756186,0.34269082561481423,0.3368274995153584,0.3762662082930275,-0.2349333826695803,4.877026433956466
1248,1249.0,9.517705204811616,0.9615384615384616,0.0,3.0384615384615383,4.166666666666668,0.0,2.500000000000001,0.0,0.0,0.0,3.2750000000000004,0.025,1.8250000000000002,3.2750000000000004,0.025,1.8250000000000002,0.025,0.025,-41.54953525959437,0.3487661226755974,0.34498906707201504,,-0.2320386164999507,4.894451362161454
1249,1250.0,11.861495643988304,3.0000000000000004,2.0000000000000004,3.0000000000000013,0.16666666666666669,2.222222222222223,3.277777777777779,0.15384615384615388,3.0769230769230775,3.538461538461539,3.625,3.325,2.1750000000000003,3.625,3.625,2.1750000000000003,3.325,3.625,-37.22673020780215,0.3358911983283579,0.3346383090778325,0.37109558375289375,-0.23299215313576968,4.866509673070861
1250,1251.0,11.420443275633314,1.5000000000000009,1.0000000000000002,2.500000000000001,0.1428571428571429,1.4285714285714288,3.5238095238095246,0.22222222222222224,3.333333333333334,3.6666666666666683,3.125,3.325,1.925,3.125,3.475,1.875,3.325,3.475,-39.41340438049726,0.3415315903997087,0.3399678028580474,0.3741141771674553,-0.23311280490261485,4.872083390940737
1251,1252.0,9.406980812208268,2.333333333333334,0.0,3.8333333333333335,2.333333333333334,0.0,2.8333333333333335,0.0,0.0,0.0,3.625,0.025,2.075,3.625,0.025,2.075,0.025,0.025,-35.390739609519436,0.34588420935720854,0.3410872481616141,,-0.22899048583960743,4.926827835900859
1252,1253.0,9.53670641577715,0.0,0.06666666666666668,2.533333333333333,0.0,0.0,0.0,1.0000000000000002,0.0,3.0000000000000004,0.025,3.0250000000000004,1.8250000000000002,0.025,0.025,0.025,3.0250000000000004,0.025,-39.66260390483034,0.3453111601196574,,0.3841448482606555,-0.23182551041897992,4.8969725599861675
1253,1254.0,11.418281479166568,0.5555555555555557,1.3333333333333337,2.0000000000000004,0.38461538461538475,2.2307692307692313,1.7692307692307698,1.2000000000000004,2.9000000000000012,3.100000000000001,3.125,3.325,1.875,3.125,3.625,1.875,3.325,3.625,-41.589474494219104,0.3417912710858648,0.33776003867755483,0.3793246597272605,-0.23458851124695,4.881666370919243
1254,1255.0,9.789254067889132,0.0,0.0666666666666667,3.0666666666666678,0.0,0.0,0.0,1.0,0.0,2.000000000000001,0.025,3.325,1.975,0.025,0.025,0.025,3.325,0.025,-35.17853847463671,0.3411625684860772,,0.39000885619997827,-0.22947697431213054,4.905410779773293
1255,1256.0,10.841309432015981,0.7500000000000001,2.5,3.250000000000001,1.0,2.6666666666666665,0.9999999999999999,2.000000000000001,1.6000000000000003,4.200000000000001,3.0250000000000004,3.7750000000000004,2.125,3.0250000000000004,3.7750000000000004,2.025,3.7750000000000004,3.7750000000000004,-35.20020476540235,0.3336372743834836,0.3198278854753143,0.3776693924008726,-0.2323544286646802,4.884452636860474
1256,1257.0,10.166557325633239,1.555555555555556,0.0,2.8888888888888893,2.0,0.0,2.571428571428572,0.0,0.0,0.0,3.375,0.025,1.975,3.375,0.025,2.025,0.025,0.025,-33.39446016151011,0.34410580598876056,0.3389401648380717,,-0.22789722532355605,4.928192471198779
1257,1258.0,13.870041786081206,0.0,0.0,0.0,0.0,2.0000000000000004,2.0,0.0,0.4615384615384616,2.6923076923076925,0.025,0.025,0.025,0.025,3.6750000000000003,2.025,0.025,3.6750000000000003,-30.10884795419556,,0.31179196689446936,0.3582877555616542,-0.23304653012437146,4.827601788876008
1258,1259.0,12.594510057275908,0.0,0.0,0.0,0.0,3.538461538461538,1.3846153846153846,0.0,2.421052631578947,3.105263157894737,0.025,0.025,0.025,0.025,3.825,1.925,0.025,3.825,-41.10196378601101,,0.33082137915163634,0.37142463609986304,-0.23661970864309714,4.856053725815539
